rank,Polymer,Sample_ID,SMILES,Tg_degC,Dk_1GHz,RadiationDose_MGy,desirability_score,global_rank,morgan_fp_00,morgan_fp_01,morgan_fp_02,morgan_fp_03,morgan_fp_04,morgan_fp_05,morgan_fp_06,morgan_fp_07,morgan_fp_08,morgan_fp_09,morgan_fp_10,morgan_fp_11,morgan_fp_12,morgan_fp_13,morgan_fp_14,morgan_fp_15,morgan_fp_16,morgan_fp_17,morgan_fp_18,morgan_fp_19,morgan_fp_20,morgan_fp_21,morgan_fp_22,morgan_fp_23,morgan_fp_24,morgan_fp_25,morgan_fp_26,morgan_fp_27,morgan_fp_28,morgan_fp_29,morgan_fp_30,morgan_fp_31,morgan_fp_32,morgan_fp_33,morgan_fp_34,morgan_fp_35,morgan_fp_36,morgan_fp_37,morgan_fp_38,morgan_fp_39,morgan_fp_40,morgan_fp_41,morgan_fp_42,morgan_fp_43,morgan_fp_44,morgan_fp_45,morgan_fp_46,morgan_fp_47,morgan_fp_48,morgan_fp_49,morgan_fp_50,morgan_fp_51,morgan_fp_52,morgan_fp_53,morgan_fp_54,morgan_fp_55,morgan_fp_56,morgan_fp_57,morgan_fp_58,morgan_fp_59,morgan_fp_60,morgan_fp_61,morgan_fp_62,morgan_fp_63
351,Polyimide,Po_0102,COc1cc(-n2c(=O)c3cc(N)c(c(Br)c3F)c2=O)ccc1Oc1ccc(-c2cc3ccc2c(=O)oc3=O)cc1,602.1566808920555,3.7800602732784063,55.84430032317884,0.881201,351,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
352,Polybenzoxazole,Po_0114,N#Cc1ccc2oc(-c3cc(Br)c4oc(-c5ccccc5)nc4c3)nc2c1,731.4733526556685,2.254665068181768,32.3626678442877,0.881182,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,Polybenzoxazole,Po_0126,FC(F)(F)c1ccc(Br)c(-c2nc3cc(-c4nc5ccccc5o4)ccc3o2)c1,721.9100248965162,2.539152993304856,33.77365785449179,0.881027,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,Polybenzoxazole,Po_0171,Cc1cc(Cl)c(-c2nc3cc(-c4nc5ccccc5o4)ccc3o2)c(C#N)c1N,718.4474887615168,2.4380039119191697,33.2583217819149,0.880898,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,Polybenzoxazole,Po_0163,N#Cc1c(N)c(-c2nc3cc(-c4nc5ccccc5o4)ccc3o2)cc(N)c1Br,709.244647147437,2.19459548258575,32.040706165593505,0.880888,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,Polybenzoxazole,Po_0144,Nc1cc(-c2nc3cc(-c4nc5ccccc5o4)ccc3o2)c(N)c(Cl)c1Cl,737.410735414903,2.3517218000015383,32.816186387546395,0.880759,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,Polybenzoxazole,Po_0120,COc1c(-c2nc3ccccc3o2)cc2nc(-c3ccccc3)oc2c1OC,707.0697663755528,2.201384111444483,32.03269771115655,0.880328,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,Polybenzoxazole,Po_0092,N#Cc1cccc(-c2nc3cc(-c4nc5cccc(Br)c5o4)ccc3o2)c1,710.0790246153532,2.049111185654149,31.247947592652658,0.880017,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,Polyimide,Po_0173,N#Cc1cc(Oc2ccc(-c3cc4ccc3c(=O)oc4=O)cc2)cc(C#N)c1-n1c(=O)c2ccc(c(Br)c2)c1=O,620.2317201856974,3.8020498130288156,57.41040632227195,0.879774,359,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
360,Polyimide,Po_0132,Nc1cc2cc(F)c1c(=O)n(-c1ccc(Oc3ccc(-c4cc5ccc4c(=O)oc5=O)cc3)c(Br)c1F)c2=O,621.4646852516261,3.8085891595238843,56.493968455581246,0.87934,360,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
361,Polybenzoxazole,Po_0108,Nc1cc(-c2nc3cc(-c4nc5ccccc5o4)ccc3o2)ccc1Cl,733.286626614283,2.3196087869240203,32.52278963099724,0.878987,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,Polybenzoxazole,Po_0203,Cc1c(C#N)cc(C(F)(F)F)cc1-c1nc2cc(-c3nc4ccccc4o3)ccc2o1,718.0924698024671,2.0336843030602516,31.0929345507096,0.878981,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,Polyimide,Po_0130,Nc1c(F)c2c(Br)c(C(F)(F)F)c1c(=O)n(-c1ccc(Oc3ccc(-c4cc5ccc4c(=O)oc5=O)cc3)cc1)c2=O,607.212157855217,3.8145592150333614,56.142677541453885,0.878913,363,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
364,Polybenzoxazole,Po_0127,COc1cccc(-c2nc3cc(-c4nc5cccc(Br)c5o4)ccc3o2)c1,708.0979234283792,2.200060330968795,31.916424971943336,0.878866,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,Polybenzoxazole,Po_0125,COc1ccc2oc(-c3cc(F)c4oc(-c5ccccc5)nc4c3)nc2c1,692.7579851745031,1.9754685416808784,30.90942026219632,0.878771,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,Polybenzoxazole,Po_0029,N#Cc1c(N)cccc1-c1nc2cc(-c3nc4ccccc4o3)ccc2o1,740.1924112324888,2.419887200657025,32.99580036139644,0.87861,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,Polyimide,Po_0020,N#Cc1cc(Oc2ccc(-n3c(=O)c4ccc(cc4)c3=O)c(N)c2)ccc1-c1cc2ccc1c(=O)oc2=O,613.7275613975718,3.8226243604955115,57.2005925165076,0.87839,367,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
368,Polybenzoxazole,Po_0117,COc1cc2oc(-c3ccccc3)nc2cc1-c1nc2ccccc2o1,729.9028690801321,2.358451797813534,32.66324364039803,0.87827,368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,Polybenzoxazole,Po_0063,Cc1cc(-c2nc3cc(-c4nc5ccccc5o4)ccc3o2)c(N)c(C#N)c1N,681.5871372287213,1.856942692561748,30.868811321942655,0.878225,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,Polybenzoxazole,Po_0219,Cc1cc(N)cc(-c2nc3cc(-c4nc5ccccc5o4)ccc3o2)c1C(F)(F)F,713.7576247156933,2.2062212038131173,31.894873091881248,0.87817,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,Polybenzoxazole,Po_0220,Fc1cc(-c2nc3cc(-c4nc5ccccc5o4)cc(F)c3o2)ccc1C(F)(F)F,759.1239209114083,2.3373703126592416,32.548941683624236,0.878156,371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,Polybenzoxazole,Po_0141,CCc1c(F)c(Br)c(N)c(Br)c1-c1nc2cc(-c3nc4ccccc4o3)ccc2o1,702.2617051561597,1.8941648167622267,30.847013742238907,0.877943,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,Polybenzoxazole,Po_0187,Nc1c(Cl)ccc(-c2nc3cc(-c4nc5ccccc5o4)ccc3o2)c1Br,736.3108054738046,2.1326301110004224,31.494083503062758,0.877737,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,Polybenzoxazole,Po_0052,COc1cccc(-c2nc3cc(-c4nc5ccccc5o4)ccc3o2)c1,741.8949180433576,2.4561693683087285,33.11011055125559,0.877716,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,Polybenzoxazole,Po_0234,Fc1c(-c2nc3cc(-c4nc5ccccc5o4)ccc3o2)ccc(C(F)(F)F)c1F,708.1210656268032,2.057460195171527,31.11214884377841,0.877649,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,Polybenzoxazole,Po_0061,CCc1c(N)cc(-c2nc3cc(-c4nc5ccccc5o4)ccc3o2)cc1C#N,714.2482902524112,2.3449634290536956,32.538591571359035,0.877503,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,Polyimide,Po_0045,Nc1cc2c(-c3ccc(Oc4ccc(-n5c(=O)c6ccc(c(N)c6)c5=O)cc4)cc3)cc1c(=O)oc2=O,601.196620582878,3.8402962943771914,57.97790106020393,0.877183,377,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
378,Polybenzoxazole,Po_0153,Nc1cccc(-c2nc3c(Br)c(-c4nc5ccccc5o4)ccc3o2)c1,703.8088761413512,2.3916180828676676,32.730104359420345,0.876943,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,Polybenzoxazole,Po_0083,Nc1ccc2oc(-c3cc(N)c4oc(-c5ccccc5)nc4c3)nc2c1,720.0081710719777,2.2633327252225266,32.079176103718986,0.876821,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,Polybenzoxazole,Po_0194,Cc1cc(N)c(N)c(-c2nc3cc(-c4nc5ccccc5o4)ccc3o2)c1,696.2780400678331,1.7083931623326012,30.758516454426363,0.876761,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,Polybenzoxazole,Po_0038,N#Cc1c(N)cc(Cl)cc1-c1nc2cc(-c3nc4ccccc4o3)ccc2o1,688.7571785345311,1.9256466811679982,30.747604394893596,0.876612,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,Polybenzoxazole,Po_0236,CCc1cccc(-c2nc3cc(-c4nc5ccccc5o4)cc(N)c3o2)c1,716.5929066886049,2.286562680722457,32.17480745688287,0.876547,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,Polybenzoxazole,Po_0181,Cc1c(N)cc(-c2nc3cc(-c4nc5ccccc5o4)ccc3o2)c(C#N)c1N,713.5576721040482,2.3073541835937506,32.25568451804156,0.876238,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,Polybenzoxazole,Po_0151,CCc1cc2oc(-c3ccccc3)nc2c(CC)c1-c1nc2ccccc2o1,714.1861627324367,2.2254405766418803,31.837781896425803,0.876127,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,Polybenzoxazole,Po_0013,Fc1cccc(-c2nc3cc(-c4nc5ccccc5o4)ccc3o2)c1,729.6433345231173,2.375045933395992,32.56897242891581,0.875907,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,Polybenzoxazole,Po_0071,COc1ccc(-c2nc3cc(-c4nc5cccc(N)c5o4)ccc3o2)cc1,740.8838481306939,2.385418361311615,32.555863444007414,0.875042,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,Polyimide,Po_0025,N#Cc1cc(-c2cc3ccc2c(=O)oc3=O)ccc1Oc1ccc(-n2c(=O)c3c(N)c(C#N)c(c(F)c3Br)c2=O)cc1,616.7814076808118,3.8749523755374864,57.68556799890085,0.874907,387,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
388,Polyimide,Po_0057,O=c1oc(=O)c2ccc1cc2-c1ccc(Oc2ccc(-n3c(=O)c4ccc(cc4)c3=O)cc2)c(Cl)c1,630.9421696572555,3.878720201150855,57.44937862987904,0.87468,388,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
389,Polyimide,Po_0080,O=c1oc(=O)c2ccc1cc2-c1cc(Br)c(Oc2ccc(-n3c(=O)c4cc(F)c(c(Br)c4)c3=O)cc2)cc1Br,608.3897320602623,3.8837648971682643,57.81251636735612,0.874302,389,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
390,Polybenzoxazole,Po_0012,Nc1cccc2nc(-c3ccc4oc(-c5ccccc5Br)nc4c3)oc12,715.6109398330381,2.320927687740451,32.17773308573013,0.874295,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,Polybenzoxazole,Po_0195,Fc1cc(Br)cc(-c2nc3cc(-c4nc5ccccc5o4)ccc3o2)c1,727.1577783505345,2.4888700106774055,33.00617908034021,0.874147,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,Polybenzoxazole,Po_0096,NS(=O)(=O)c1cc(S(N)(=O)=O)c(S(N)(=O)=O)cc1-c1nc2cc(-c3nc4ccccc4o3)ccc2o1,714.2572861762197,2.474007480611322,32.90121155824129,0.873735,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,Polybenzoxazole,Po_0149,COc1cc(Br)c(-c2nc3cc(-c4nc5ccccc5o4)ccc3o2)cc1C(F)(F)F,742.1685196734627,2.50159745356268,33.03694080021254,0.873712,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,Polybenzoxazole,Po_0064,Cc1c(C#N)cc(C#N)cc1-c1nc2cc(-c3nc4ccccc4o3)ccc2o1,730.4441808212304,2.3285082534495967,32.14539521506995,0.873362,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,Polybenzoxazole,Po_0075,FC(F)(F)c1cccc(-c2nc3cc(-c4nc5ccccc5o4)ccc3o2)c1,744.967890247896,2.44557873141088,32.68867576654531,0.872803,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,Polybenzoxazole,Po_0179,CCc1ccc(-c2nc3cc(-c4nc5ccccc5o4)ccc3o2)cc1F,710.0189741384382,2.2565198184741164,31.741504459437344,0.872771,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Polybenzoxazole,Po_0043,CCc1cc(Br)c(F)cc1-c1nc2cc(-c3nc4ccccc4o3)ccc2o1,697.0550850627702,1.9330564210895695,30.457541088438543,0.872748,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,Polybenzoxazole,Po_0213,Fc1cc(Br)cc(-c2nc3cc(-c4nc5ccccc5o4)ccc3o2)c1C(F)(F)F,730.4377292895748,2.4561174387194664,32.72939434820938,0.872641,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,Polyimide,Po_0162,Nc1cc2ccc1c(=O)n(-c1ccc(Oc3ccc(-c4cc5ccc4c(=O)oc5=O)cc3)c(Br)c1)c2=O,621.1678571636808,3.9127928871940516,57.603076401916816,0.872393,399,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
400,Polybenzoxazole,Po_0069,Brc1cccc(-c2nc3cc(-c4nc5ccccc5o4)cc(Br)c3o2)c1,737.8441183692838,2.3738063219397016,32.298459224169484,0.872384,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,Polybenzoxazole,Po_0041,N#Cc1cccc2oc(-c3ccc4oc(-c5cccc(F)c5)nc4c3)nc12,732.4286762765223,2.363807776287185,32.24402230443649,0.872324,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,Polybenzoxazole,Po_0076,Cc1c(C)c(-c2nc3cc(-c4nc5ccccc5o4)ccc3o2)c(N)c(C#N)c1N,718.4052853966832,2.36824903655811,32.266407076806296,0.872323,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,Polyimide,Po_0159,NS(=O)(=O)c1cc2cc(-c3ccc(Oc4ccc(-n5c(=O)c6ccc(cc6)c5=O)cc4)c(Cl)c3)c1c(=O)oc2=O,592.420871371569,3.914402646116177,55.73569923268699,0.872217,403,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
404,Polybenzoxazole,Po_0123,NS(=O)(=O)c1cccc(F)c1-c1nc2cc(-c3nc4ccccc4o3)ccc2o1,727.5368749939086,2.604106880842477,33.433579948902725,0.872163,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,Polyimide,Po_0003,Nc1cc2ccc1c(=O)n(-c1ccc(Oc3ccc(-c4cc5ccc4c(=O)oc5=O)cc3)cc1)c2=O,620.8650931043899,3.919201852332231,56.823670232313205,0.871965,405,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
406,Polybenzoxazole,Po_0146,Nc1cc(-c2nc3ccccc3o2)cc2nc(-c3ccc(Cl)cc3)oc12,731.7902159757616,2.4308099005181742,32.551827396067075,0.871961,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,Polybenzoxazole,Po_0027,Fc1cccc(-c2nc3c(Br)c(-c4nc5ccccc5o4)ccc3o2)c1,707.0928354945044,2.1951948596040434,31.37071161112299,0.871914,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,Polyimide,Po_0019,Nc1cc2c(F)c(Br)c1c(=O)n(-c1ccc(Oc3ccc(-c4cc5ccc4c(=O)oc5=O)cc3)cc1)c2=O,620.3351719791192,3.920372978087525,55.69721216678994,0.871886,408,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
409,Polybenzoxazole,Po_0074,N#Cc1ccc(-c2nc3cc(-c4nc5ccccc5o4)ccc3o2)c(N)c1C#N,740.3539152676461,2.5383093391910223,33.07386914093851,0.871756,409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Polybenzoxazole,Po_0135,CCc1cc(N)c2oc(-c3ccc4oc(-c5ccccc5)nc4c3)nc2c1,707.6747650963817,1.7950339102961914,30.365481487174936,0.871524,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,Polybenzoxazole,Po_0238,CCc1cc(Br)cc(-c2nc3cc(-c4nc5ccccc5o4)ccc3o2)c1CC,719.2644302881387,2.485284772449411,32.7829763253232,0.871408,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,Polybenzoxazole,Po_0103,Nc1ccc2oc(-c3ccc4oc(-c5ccccc5Cl)nc4c3)nc2c1,726.0461214044275,2.3997476828892075,32.35230807157914,0.87137,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,Polybenzoxazole,Po_0180,Nc1cc(-c2nc3cc(-c4nc5ccccc5o4)ccc3o2)c(C(F)(F)F)c(Cl)c1Cl,734.833334793282,2.534079240140678,33.02106698787761,0.871333,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Polybenzoxazole,Po_0051,NS(=O)(=O)c1c(-c2nc3cc(-c4nc5ccccc5o4)ccc3o2)cccc1C(F)(F)F,715.162201053026,2.352236079560311,32.10077981238196,0.871181,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Polybenzoxazole,Po_0200,N#Cc1cc(-c2nc3cc(-c4nc5ccccc5o4)ccc3o2)cc(C#N)c1S(N)(=O)=O,705.0755175248173,2.357000444637434,32.09117759481788,0.870733,415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
